Restaurant,Location,Cuisines,Cuisines0,Cuisines1,Cuisines2,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
ID_666,Majestic,"Street Food, Fast Food",Street,Food,Fast,100,50,3.5,12,1,30
ID_7764,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian, Fast Food, Mughlai",Chinese,North,Indian,100,50,3.8,,,30
ID_933,"D-Block, Sector 63, Noida","Biryani, North Indian, Mughlai",Biryani,North,Indian,200,50,3.4,15,9,30
ID_7286,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Fast Food",Bakery,Fast,Food,150,50,3.1,6,2,45
ID_2255,"Delhi Administration Flats, Timarpur","Chinese, Fast Food",Chinese,Fast,Food,200,50,NEW,,,30
ID_2262,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai",North,Indian,Mughlai,250,50,3.5,95,44,30
ID_1874,"Nathan Road, Mangaldas Road, Pune","Fast Food, Bakery, Desserts",Fast,Food,Bakery,150,50,3.6,18,10,30
ID_2753,"Raja Bazar, Kolkata","Fast Food, Beverages",Fast,Food,Beverages,150,50,3.2,13,4,45
ID_6400,"Sector 3, Marathalli","South Indian, North Indian, Chinese",South,Indian,North,200,50,3.9,93,47,30
ID_4683,Mumbai Central,"Bar Food, North Indian, Chinese",Bar,Food,North,600,50,3.2,7,,45
ID_629,"Chatta Bazaar, Malakpet, Hyderabad","Street Food, Fast Food, Beverages, Desserts, Mithai",Street,Food,Fast,50,50,,,,30
ID_7888,"Delhi Administration Flats, Timarpur","Bakery, Pizza, Beverages",Bakery,Pizza,Beverages,150,50,3.9,66,47,30
ID_3135,"Sector 1, Noida","Rolls, Momos",Rolls,Momos,,150,50,3.7,23,10,30
ID_2650,"Sandhurst Road, Mumbai CST Area","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,,,,30
ID_2160,"Chandni Chowk, Kolkata",North Indian,North,Indian,,200,50,3.7,227,130,45
ID_1264,"Nathan Road, Mangaldas Road, Pune","Cafe, Healthy Food, Italian",Cafe,Healthy,Food,300,50,4.1,108,63,30
ID_1140,"Sector 1, Noida","American, Fast Food",American,Fast,Food,200,50,3.8,551,161,45
ID_6121,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, South Indian, Chinese",Biryani,South,Indian,200,50,3.2,148,70,30
ID_4414,"Dockyard Road, Mumbai CST Area",Momos,Momos,,,150,50,4.1,226,119,45
ID_3896,Mumbai Central,"North Indian, Chinese, South Indian, Fast Food, Street Food",North,Indian,Chinese,350,50,3.8,272,128,45
ID_4849,"FTI College, Law College Road, Pune","Chinese, Pizza, Fast Food",Chinese,Pizza,Fast,150,50,3.7,55,20,30
ID_4368,"Delhi High Court, India Gate","North Indian, Fast Food, Momos",North,Indian,Fast,200,50,3.7,597,153,65
ID_4579,"D-Block, Sector 63, Noida","Rolls, Chinese, Fast Food",Rolls,Chinese,Fast,100,50,3.3,12,1,30
ID_5866,"D-Block, Sector 63, Noida","North Indian, Chinese",North,Indian,Chinese,250,50,2.7,23,17,30
ID_7954,"FTI College, Law College Road, Pune",North Indian,North,Indian,,100,50,3.5,26,10,30
ID_2371,"Chandni Chowk, Kolkata",North Indian,North,Indian,,200,50,3.3,98,21,65
ID_6098,Delhi University-GTB Nagar,Chinese,Chinese,,,600,50,3.6,132,74,30
ID_6173,Majestic,"North Indian, Chinese",North,Indian,Chinese,100,50,3.3,6,1,30
ID_1054,"D-Block, Sector 63, Noida","Bakery, Desserts, Fast Food",Bakery,Desserts,Fast,150,99,3.2,52,19,65
ID_2678,"Sector 1, Noida",North Indian,North,Indian,,300,99,,,,65
ID_3565,Majestic,"North Indian, Chinese, Biryani",North,Indian,Chinese,350,50,3.8,272,119,30
ID_7401,Pune University,Chinese,Chinese,,,150,50,3.4,27,6,30
ID_3434,"Rmz Centennial, I Gate, Whitefield","North Indian, Fast Food, Burger, Momos",North,Indian,Fast,250,50,,,,30
ID_3667,"Sector 63A,Gurgaon",Chinese,Chinese,,,200,50,NEW,,,30
ID_3455,"MG Road, Pune","Cafe, Fast Food",Cafe,Fast,Food,150,50,3.9,152,81,45
ID_8370,Pune University,"Street Food, South Indian, North Indian",Street,Food,South,200,50,3.8,154,54,45
ID_4533,"Sector 1, Noida",North Indian,North,Indian,,200,50,3.3,142,61,45
ID_360,"FTI College, Law College Road, Pune","Street Food, South Indian",Street,Food,South,150,50,3.5,84,34,30
ID_1924,"FTI College, Law College Road, Pune","Fast Food, Desserts, BBQ, Momos, North Indian",Fast,Food,Desserts,150,50,3.8,27,18,30
ID_7549,Majestic,"Fast Food, Mexican, Street Food, Beverages",Fast,Food,Mexican,200,50,4,132,38,65
ID_271,Majestic,"Arabian, North Indian, Chinese, Kerala",Arabian,North,Indian,200,50,3.4,31,4,30
ID_1889,"Babarpur, New Delhi, Delhi",Fast Food,Fast,Food,,100,50,3.8,67,49,30
ID_1743,"Sector 1, Noida",Fast Food,Fast,Food,,150,50,,,,30
ID_7834,"MG Road, Pune","Cafe, Beverages, Fast Food",Cafe,Beverages,Fast,100,50,3.6,87,32,30
ID_5227,"Dockyard Road, Mumbai CST Area","Desserts, Beverages",Desserts,Beverages,,200,50,3.1,6,3,30
ID_2104,"Delhi High Court, India Gate",North Indian,North,Indian,,150,50,3.4,19,4,30
ID_353,"Babarpur, New Delhi, Delhi",North Indian,North,Indian,,100,50,3.3,16,5,30
ID_4879,"MG Road, Pune",Fast Food,Fast,Food,,150,50,3.2,12,6,30
ID_7723,"D-Block, Sector 63, Noida","North Indian, South Indian",North,Indian,South,150,50,4,114,68,30
ID_3955,"FTI College, Law College Road, Pune",Bakery,Bakery,,,150,50,3.1,5,3,30
ID_808,"Yerawada, Pune, Maharashtra","North Indian, Continental",North,Indian,Continental,200,99,3.7,44,15,45
ID_4414,"Sandhurst Road, Mumbai CST Area",Momos,Momos,,,150,50,4.1,226,119,45
ID_3904,Mumbai Central,"Ice Cream, Desserts",Ice,Cream,Desserts,100,50,3.4,7,4,30
ID_4639,Delhi Cantt.,"North Indian, Chinese, South Indian",North,Indian,Chinese,250,99,3.2,29,5,65
ID_7896,"Delhi High Court, India Gate","North Indian, Beverages",North,Indian,Beverages,100,50,,,,30
ID_5911,"Tejas Nagar Colony, Wadala West, Mumbai","Chinese, Continental, North Indian, Kebab, Seafood, Italian, Desserts",Chinese,Continental,North,800,50,3.9,214,107,45
ID_1405,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, North Indian, Chinese",Biryani,North,Indian,350,50,3.7,282,50,45
ID_8023,Delhi University-GTB Nagar,"North Indian, Fast Food",North,Indian,Fast,200,50,3.7,575,104,45
ID_1033,"Yerawada, Pune, Maharashtra","Finger Food, Brazilian, BBQ",Finger,Food,Brazilian,750,50,4.3,108,67,45
ID_4501,"Musi Nagar, Malakpet, Hyderabad","South Indian, Street Food",South,Indian,Street,100,50,3.3,37,5,30
ID_8511,"Raja Bazar, Kolkata","Tibetan, Momos",Tibetan,Momos,,200,50,4.1,410,234,45
ID_7375,"Nathan Road, Mangaldas Road, Pune",Chinese,Chinese,,,200,50,3.3,6,4,30
ID_6995,"Jaya Nagar, Saidabad, Hyderabad","North Indian, Chinese",North,Indian,Chinese,200,50,3.5,32,5,30
ID_6035,"FTI College, Law College Road, Pune","Ice Cream, Beverages",Ice,Cream,Beverages,100,50,4.2,423,244,45
ID_4906,"Sector 1, Noida","North Indian, Chinese, Biryani",North,Indian,Chinese,200,50,,,,30
ID_2556,Majestic,Healthy Food,Healthy,Food,,200,50,,,,30
ID_4370,Mumbai Central,"Desserts, Beverages",Desserts,Beverages,,200,50,4,79,43,30
ID_5695,"Nathan Road, Mangaldas Road, Pune",Pizza,Pizza,,,150,50,,,,30
ID_3272,"Sector 63A,Gurgaon","North Indian, Chinese",North,Indian,Chinese,200,50,3.6,78,52,30
ID_7613,"Sector 14, Noida","Bakery, Fast Food",Bakery,Fast,Food,150,99,2.7,42,10,65
ID_7070,"Jaya Nagar, Saidabad, Hyderabad",North Indian,North,Indian,,100,50,3.2,10,2,30
ID_3298,"Yerawada, Pune, Maharashtra","Finger Food, Bar Food, Italian, North Indian, Asian, Continental",Finger,Food,Bar,700,50,4.2,424,199,45
ID_1073,Delhi University-GTB Nagar,"North Indian, Chinese, South Indian",North,Indian,Chinese,200,50,3.6,77,25,30
ID_324,"Sector 3, Marathalli",Biryani,Biryani,,,100,50,3.2,60,12,30
ID_8226,Delhi Cantt.,"Fast Food, Chinese",Fast,Food,Chinese,300,50,NEW,,,30
ID_7356,"Delhi High Court, India Gate","North Indian, Chinese",North,Indian,Chinese,100,50,,,,30
ID_2086,Delhi Cantt.,"North Indian, Chinese",North,Indian,Chinese,200,50,,,,30
ID_3618,Pune University,"Street Food, South Indian, North Indian",Street,Food,South,100,50,2.9,144,70,45
ID_7314,"Rmz Centennial, I Gate, Whitefield","Mexican, American, Fast Food",Mexican,American,Fast,250,50,4,812,383,30
ID_7202,"Sector 63A,Gurgaon","North Indian, Bengali, Chinese, South Indian",North,Indian,Bengali,200,99,3.8,114,73,65
ID_658,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mithai, Bengali, Street Food, Fast Food",Mithai,Bengali,Street,100,50,3.5,11,3,30
ID_1781,"Delhi High Court, India Gate",Chinese,Chinese,,,100,50,3.4,37,3,30
ID_2794,"Rmz Centennial, I Gate, Whitefield","Beverages, Desserts, Ice Cream",Beverages,Desserts,Ice,200,50,3.8,10,5,30
ID_4559,"Rmz Centennial, I Gate, Whitefield","Kerala, South Indian, Chinese",Kerala,South,Indian,150,50,3.8,46,29,30
ID_4429,"Sandhurst Road, Mumbai CST Area",North Indian,North,Indian,,100,50,3.7,55,22,30
ID_704,"Delhi Administration Flats, Timarpur",North Indian,North,Indian,,50,50,3.2,8,4,30
ID_7985,"D-Block, Sector 63, Noida",North Indian,North,Indian,,150,50,3.2,18,3,30
ID_4479,Mumbai Central,"Bakery, Desserts",Bakery,Desserts,,200,50,3.6,28,16,45
ID_8057,"Nathan Road, Mangaldas Road, Pune","Cafe, Continental",Cafe,Continental,,350,50,4.4,331,186,30
ID_7184,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Wraps, Healthy Food, Sandwich, Salad",Wraps,Healthy,Food,150,50,3.8,434,128,45
ID_4839,"Tejas Nagar Colony, Wadala West, Mumbai","Bakery, Fast Food",Bakery,Fast,Food,100,50,3.3,45,31,30
ID_8511,"Moulali, Kolkata","Tibetan, Momos",Tibetan,Momos,,200,50,4.1,410,234,45
ID_6681,Delhi University-GTB Nagar,Fast Food,Fast,Food,,100,50,,,,30
ID_5003,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bakery, Desserts",Bakery,Desserts,,150,50,3.5,4,2,30
ID_5053,"Sector 3, Marathalli","Bengali, Seafood, North Indian, Biryani, Odia",Bengali,Seafood,North,300,50,3.6,579,100,45
ID_3454,"Delhi Administration Flats, Timarpur",Cafe,Cafe,,,250,50,4.4,243,176,30
ID_7490,"D-Block, Sector 63, Noida","North Indian, Fast Food",North,Indian,Fast,100,50,3.5,18,11,30
ID_6004,"Tiretti, Kolkata",Rolls,Rolls,,,100,50,3.5,29,12,30
ID_7045,Delhi Cantt.,"Biryani, Mughlai",Biryani,Mughlai,,100,50,NEW,,,30
ID_6920,Delhi Cantt.,Fast Food,Fast,Food,,100,50,3.8,190,40,45
ID_7564,"Sandhurst Road, Mumbai CST Area","Biryani, North Indian, Mughlai, Desserts, Beverages",Biryani,North,Indian,150,0,NEW,,,30
ID_1331,"Sector 14, Noida",Bakery,Bakery,,,150,50,NEW,,,30
ID_592,"Mico Layout, Stage 2, BTM Layout,Bangalore",Street Food,Street,Food,,50,50,3.5,9,2,30
ID_4183,"FTI College, Law College Road, Pune","Chinese, Beverages",Chinese,Beverages,,150,50,3.2,8,,30
ID_6420,"Sector 1, Noida","North Indian, Mughlai, Chinese",North,Indian,Mughlai,250,50,2.6,67,42,30
ID_8027,"Rmz Centennial, I Gate, Whitefield","Desserts, Street Food, Sandwich, Beverages",Desserts,Street,Food,150,50,3.9,211,132,30
ID_2061,"Sector 3, Marathalli","North Indian, Chinese",North,Indian,Chinese,200,50,3,16,2,45
ID_4328,Delhi University-GTB Nagar,"Cafe, Italian, Chinese, Beverages",Cafe,Italian,Chinese,400,50,4.1,154,110,30
ID_2860,"FTI College, Law College Road, Pune","Cafe, Street Food, Fast Food",Cafe,Street,Food,150,50,3.5,65,23,45
ID_3647,Mumbai Central,Lebanese,Lebanese,,,400,50,3.7,611,332,45
ID_4264,"FTI College, Law College Road, Pune","Maharashtrian, North Indian, Chinese",Maharashtrian,North,Indian,300,50,3.6,37,19,45
ID_644,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Rolls, Chinese",North,Indian,Rolls,200,50,4.3,101,97,30
ID_4014,"D-Block, Sector 63, Noida","North Indian, Beverages, Desserts",North,Indian,Beverages,150,50,NEW,,,30
ID_5134,"Sector 14, Noida",Mithai,Mithai,,,50,99,2.8,28,11,30
ID_5576,Delhi University-GTB Nagar,"Fast Food, Chinese, North Indian",Fast,Food,Chinese,200,50,3.4,221,22,65
ID_1799,"MG Road, Pune","Burger, Sandwich, Fast Food, Beverages",Burger,Sandwich,Fast,200,50,3.4,7,,30
ID_4371,"FTI College, Law College Road, Pune","Bubble Tea, Desserts",Bubble,Tea,Desserts,200,50,3.5,42,23,30
ID_4379,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,North,Indian,,200,50,,,,30
ID_7705,"Mico Layout, Stage 2, BTM Layout,Bangalore",Beverages,Beverages,,,100,50,NEW,,,45
ID_6959,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bengali, North Indian",Bengali,North,Indian,200,50,3.8,96,62,30
ID_1422,Mumbai Central,"Biryani, Chinese, Mughlai",Biryani,Chinese,Mughlai,200,50,3.6,27,7,30
ID_6036,"FTI College, Law College Road, Pune","North Indian, South Indian",North,Indian,South,200,50,3.2,6,3,30
ID_5787,"Sector 14, Noida","Bakery, Desserts",Bakery,Desserts,,200,200,3.9,336,217,120
ID_5084,"Sandhurst Road, Mumbai CST Area","Ice Cream, Desserts",Ice,Cream,Desserts,150,50,3.9,209,57,30
ID_6012,"Delhi High Court, India Gate",North Indian,North,Indian,,100,50,3.4,16,11,30
ID_8409,"Sector 1, Noida","Desserts, Beverages",Desserts,Beverages,,100,50,4,431,255,45
ID_2322,"Mico Layout, Stage 2, BTM Layout,Bangalore","Street Food, South Indian",Street,Food,South,100,50,3.9,126,39,45
ID_6233,"Rmz Centennial, I Gate, Whitefield","Chinese, Rolls",Chinese,Rolls,,150,50,,,,30
ID_6374,Majestic,"Chinese, Rolls, Burger, South Indian, Street Food",Chinese,Rolls,Burger,100,50,3.9,35,10,30
ID_3087,"Moulali, Kolkata","Fast Food, Bengali",Fast,Food,Bengali,100,50,,,,30
ID_2640,"Sector 1, Noida",North Indian,North,Indian,,100,50,NEW,,,30
ID_441,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,North,Indian,,100,50,3.2,4,1,45
ID_5835,Mumbai Central,Lebanese,Lebanese,,,100,50,3.9,127,39,45
ID_786,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Bengali, Mughlai, Awadhi, North Indian, South Indian, Chinese, Biryani",Bengali,Mughlai,Awadhi,50,50,3.2,359,116,30
ID_7260,"Sector 1, Noida","North Indian, Mughlai, Beverages, Fast Food",North,Indian,Mughlai,150,50,2.9,,,30
ID_7907,Delhi Cantt.,Fast Food,Fast,Food,,200,50,3,6,1,30
ID_4858,"Sector 14, Noida","North Indian, Mughlai",North,Indian,Mughlai,650,99,4.5,436,237,45
ID_8050,"Sector 1, Noida","Cafe, Fast Food, Beverages",Cafe,Fast,Food,200,50,3.9,254,154,45
ID_8438,"Sector 14, Noida","Fast Food, Beverages",Fast,Food,Beverages,250,99,4.4,1563,872,65
ID_618,"Babarpur, New Delhi, Delhi","Bakery, Desserts",Bakery,Desserts,,150,50,3.5,10,8,30
ID_455,Delhi University-GTB Nagar,Street Food,Street,Food,,100,50,3.6,73,33,30
ID_3387,Delhi University-GTB Nagar,"North Indian, South Indian, Chinese",North,Indian,South,150,50,,,,30
ID_6103,"Babarpur, New Delhi, Delhi",North Indian,North,Indian,,150,50,NEW,,,30
ID_7617,"Delhi Administration Flats, Timarpur","Bakery, Fast Food, Chinese",Bakery,Fast,Food,200,50,3.9,306,223,30
ID_7445,"Moulali, Kolkata",Beverages,Beverages,,,100,50,3.7,23,9,45
ID_5950,Mumbai Central,"Italian, Mexican",Italian,Mexican,,550,50,4.3,2947,1508,45
ID_7654,"Sandhurst Road, Mumbai CST Area","Cafe, Desserts, Tea",Cafe,Desserts,Tea,250,50,3.4,90,26,45
ID_5566,"Raja Bazar, Kolkata","North Indian, Continental, South Indian, Chinese",North,Indian,Continental,500,50,3.8,161,87,30
ID_4628,"Musi Nagar, Malakpet, Hyderabad","Arabian, Mithai",Arabian,Mithai,,200,50,3.6,52,7,30
ID_1406,Pune University,"North Indian, Chinese",North,Indian,Chinese,400,50,2.8,16,6,30
ID_7500,"D-Block, Sector 63, Noida","North Indian, Mughlai",North,Indian,Mughlai,200,50,3.6,34,18,65
ID_1800,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Fast Food",Beverages,Fast,Food,150,50,3.6,27,14,30
ID_6183,"D-Block, Sector 63, Noida","Rolls, Biryani",Rolls,Biryani,,150,50,3.8,61,43,30
ID_8251,"Sector 1, Noida",South Indian,South,Indian,,100,50,NEW,,,30
ID_6618,"Delhi Administration Flats, Timarpur","Beverages, Fast Food, Ice Cream",Beverages,Fast,Food,200,50,3.7,302,155,45
ID_5383,"Sector 3, Marathalli","Biryani, Mughlai, Chinese, Seafood",Biryani,Mughlai,Chinese,250,50,,,,30
ID_2254,"Moulali, Kolkata",South Indian,South,Indian,,150,50,3.4,20,10,30
ID_3112,"Sector 1, Noida",Fast Food,Fast,Food,,200,50,3.4,19,6,30
ID_104,"FTI College, Law College Road, Pune","North Indian, Chinese, Biryani",North,Indian,Chinese,200,50,3.5,89,21,30
ID_7207,Delhi Cantt.,"Sushi, Japanese, Healthy Food, Chinese",Sushi,Japanese,Healthy,500,50,3.9,153,94,65
ID_1443,"Tiretti, Kolkata",Fast Food,Fast,Food,,100,50,3.3,11,1,30
ID_2112,"Dockyard Road, Mumbai CST Area","Mughlai, North Indian, Chinese",Mughlai,North,Indian,450,200,3.8,2534,1336,65
ID_2482,Delhi Cantt.,Healthy Food,Healthy,Food,,150,50,3.4,21,4,30
ID_991,Mumbai Central,"North Indian, Italian, Pizza, Seafood, Desserts",North,Indian,Italian,400,99,3.3,51,28,65
ID_3079,"Sandhurst Road, Mumbai CST Area",Desserts,Desserts,,,100,50,4.2,206,81,30
ID_1185,"FTI College, Law College Road, Pune",Fast Food,Fast,Food,,100,50,3.4,16,2,30
ID_2301,"Rmz Centennial, I Gate, Whitefield","Pizza, Fast Food",Pizza,Fast,Food,200,0,3.8,25,5,30
ID_4384,Delhi University-GTB Nagar,"North Indian, Chinese",North,Indian,Chinese,300,50,3.7,293,138,30
ID_1304,"MG Road, Pune","North Indian, Mughlai, Chinese",North,Indian,Mughlai,200,50,,,,30
ID_8398,"D-Block, Sector 63, Noida",Desserts,Desserts,,,200,50,3.8,66,55,30
ID_5270,"Sector 1, Noida","North Indian, Chinese, South Indian",North,Indian,Chinese,200,50,3.5,39,16,45
ID_138,"Sector 14, Noida","North Indian, Chinese",North,Indian,Chinese,200,50,3.7,185,29,65
ID_6806,"Chandni Chowk, Kolkata","Rajasthani, Fast Food, Mishti",Rajasthani,Fast,Food,100,50,3.4,163,24,30
ID_3388,"Panjetan Colony, Malakpet, Hyderabad","South Indian, North Indian, Chinese",South,Indian,North,350,50,3.4,18,4,30
ID_1265,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Fast Food, Beverages",Cafe,Fast,Food,150,50,3.9,67,28,30
ID_3831,"Sector 14, Noida","Bakery, Fast Food",Bakery,Fast,Food,400,99,4.1,1265,587,30
ID_5293,"Sector 14, Noida","North Indian, Fast Food",North,Indian,Fast,150,50,3.3,11,4,30
ID_821,"Delhi Administration Flats, Timarpur","Cafe, Chinese",Cafe,Chinese,,200,50,3.5,1240,887,65
ID_7665,"Nathan Road, Mangaldas Road, Pune","American, North Indian, Italian, Mexican",American,North,Indian,250,99,3.2,13,2,30
ID_7439,"Dockyard Road, Mumbai CST Area","Fast Food, Mughlai, Chinese",Fast,Food,Mughlai,250,50,3,5,,30
ID_1843,"Sector 3, Marathalli","Fast Food, Coffee",Fast,Food,Coffee,50,50,,,,30
ID_1654,"Babarpur, New Delhi, Delhi","North Indian, Mughlai, Rolls",North,Indian,Mughlai,200,50,3.7,27,25,30
ID_8327,"Sector 1, Noida","Chinese, North Indian",Chinese,North,Indian,150,50,NEW,,,30
ID_3239,Delhi Cantt.,Fast Food,Fast,Food,,100,50,3.8,201,99,45
ID_5130,"Moulali, Kolkata","Mishti, South Indian, Street Food",Mishti,South,Indian,100,50,3.4,19,,30
ID_1653,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, North Indian",Chinese,North,Indian,150,50,3.3,254,39,45
ID_7424,Majestic,"North Indian, Mughlai, Chinese, Beverages",North,Indian,Mughlai,250,99,3.7,107,17,45
ID_7212,Delhi Cantt.,"North Indian, Fast Food",North,Indian,Fast,150,50,3.6,51,14,30
ID_8348,Delhi University-GTB Nagar,"South Indian, North Indian",South,Indian,North,200,50,3.8,298,134,45
ID_286,"MG Road, Pune","North Indian, Chinese",North,Indian,Chinese,200,50,3.6,152,20,30
ID_7938,"FTI College, Law College Road, Pune","Street Food, Fast Food",Street,Food,Fast,100,50,,,,30
ID_8486,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Pizza, Fast Food, Beverages",Cafe,Pizza,Fast,200,50,2.6,88,33,30
ID_2804,"Sandhurst Road, Mumbai CST Area",Desserts,Desserts,,,300,99,4.3,136,82,45
ID_7638,"D-Block, Sector 63, Noida",Chinese,Chinese,,,150,50,NEW,,,30
ID_3657,Delhi Cantt.,"Chinese, North Indian",Chinese,North,Indian,200,50,3.4,18,5,30
ID_8552,"Sector 1, Noida","North Indian, Chinese",North,Indian,Chinese,300,50,,,,30
ID_6964,"Sector 14, Noida",North Indian,North,Indian,,100,50,3.3,14,1,30
ID_5952,"Sandhurst Road, Mumbai CST Area","Beverages, Desserts",Beverages,Desserts,,150,50,,,,30
ID_600,"Sector 14, Noida","Bakery, Fast Food",Bakery,Fast,Food,150,50,3.7,71,28,30
ID_3306,"Rmz Centennial, I Gate, Whitefield","Pizza, Fast Food",Pizza,Fast,Food,250,50,3.6,29,13,45
ID_6195,"Rmz Centennial, I Gate, Whitefield",North Indian,North,Indian,,200,50,3.6,11,5,30
ID_2314,"MG Road, Pune",Desserts,Desserts,,,100,50,3.9,75,47,45
ID_7798,"Nathan Road, Mangaldas Road, Pune","Iranian, Fast Food",Iranian,Fast,Food,150,50,4.2,337,209,45
ID_7494,"Sector 1, Noida",North Indian,North,Indian,,200,50,,,,30
ID_2040,"Sandhurst Road, Mumbai CST Area","Chinese, Fast Food, Street Food",Chinese,Fast,Food,150,0,3.4,15,14,30
ID_5711,"Babarpur, New Delhi, Delhi",Fast Food,Fast,Food,,100,50,,,,30
ID_3819,Delhi University-GTB Nagar,"Chinese, Momos",Chinese,Momos,,200,50,3.8,335,72,45
ID_8586,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Street Food",Fast,Food,Street,100,50,3.7,17,2,45
ID_992,"Delhi Administration Flats, Timarpur","Asian, Japanese, Korean, Chinese, Momos, Thai",Asian,Japanese,Korean,600,50,4.4,1990,1091,30
ID_6992,"FTI College, Law College Road, Pune","South Indian, Street Food, Pizza, Mughlai",South,Indian,Street,150,50,3.7,36,25,30
ID_3823,Pune University,"Korean, Japanese, Asian",Korean,Japanese,Asian,500,50,4,71,28,30
ID_8365,Delhi University-GTB Nagar,North Indian,North,Indian,,200,50,3.5,60,21,30
ID_819,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mithai, Desserts, Fast Food",Mithai,Desserts,Fast,150,50,3.5,10,3,30
ID_3137,Delhi University-GTB Nagar,Chinese,Chinese,,,100,50,3.6,66,20,30
ID_7235,"Hyderabad Public School, Begumpet",South Indian,South,Indian,,100,50,4.3,131,25,30
ID_6007,"Sector 1, Noida","North Indian, Momos, Desserts, Beverages",North,Indian,Momos,100,50,NEW,,,30
ID_2412,"Sector 3, Marathalli","North Indian, Chinese, Biryani",North,Indian,Chinese,200,50,3.2,85,28,65
ID_6472,"D-Block, Sector 63, Noida",Fast Food,Fast,Food,,200,99,3.7,1056,329,65
ID_5693,"D-Block, Sector 63, Noida","Pizza, Fast Food",Pizza,Fast,Food,200,50,3.7,164,106,30
ID_6637,"Delhi Administration Flats, Timarpur","Biryani, Mughlai",Biryani,Mughlai,,150,50,3.2,11,2,30
ID_5619,Delhi University-GTB Nagar,"Fast Food, Beverages",Fast,Food,Beverages,200,50,3.8,254,118,45
ID_768,"Delhi High Court, India Gate","North Indian, South Indian",North,Indian,South,300,0,3.9,379,192,30
ID_6064,"Sector 3, Marathalli","North Indian, Chinese, Biryani",North,Indian,Chinese,200,50,2.8,336,121,45
ID_6674,Majestic,"Arabian, Rolls",Arabian,Rolls,,200,50,3.8,35,11,30
ID_6666,"Chandni Chowk, Kolkata","North Indian, Fast Food",North,Indian,Fast,100,50,3.4,94,36,45
ID_5453,"D-Block, Sector 63, Noida","Chinese, North Indian",Chinese,North,Indian,150,50,3.1,11,4,45
ID_538,"Raja Bazar, Kolkata","Fast Food, Chinese",Fast,Food,Chinese,100,50,,,,30
ID_2960,Majestic,Street Food,Street,Food,,100,50,3.7,103,29,30
ID_7228,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,North,Indian,,200,50,,,,45
ID_1099,"Mico Layout, Stage 2, BTM Layout,Bangalore",Fast Food,Fast,Food,,150,50,,,,30
ID_502,"Mico Layout, Stage 2, BTM Layout,Bangalore","Mithai, Fast Food, South Indian, Chinese",Mithai,Fast,Food,150,50,3.6,11,1,30
ID_885,Delhi Cantt.,"Biryani, North Indian, Chinese",Biryani,North,Indian,250,50,,,,30
ID_5814,"Rmz Centennial, I Gate, Whitefield","South Indian, North Indian, Chinese",South,Indian,North,200,50,3.3,15,4,30
ID_1701,Delhi University-GTB Nagar,Chinese,Chinese,,,250,50,,,,30
ID_4522,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,99,3.9,357,114,30
ID_1928,Majestic,"Pizza, Fast Food, Desserts",Pizza,Fast,Food,250,99,3.9,209,89,45
ID_386,Majestic,"North Indian, Chinese, Fast Food",North,Indian,Chinese,150,50,3.9,149,14,45
ID_2905,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Ice Cream, Desserts",Ice,Cream,Desserts,150,50,3.7,44,10,65
ID_2960,"Rmz Centennial, I Gate, Whitefield",Street Food,Street,Food,,100,50,3.8,207,72,65
ID_3920,"MG Road, Pune","Asian, Continental, North Indian",Asian,Continental,North,450,50,4.4,2709,1616,45
ID_5542,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,3.6,43,16,45
ID_3772,Pune University,"Beverages, Fast Food, North Indian",Beverages,Fast,Food,200,50,4,359,148,45
ID_2902,"Nathan Road, Mangaldas Road, Pune",North Indian,North,Indian,,100,50,,,,30
ID_5212,"FTI College, Law College Road, Pune","North Indian, Chinese",North,Indian,Chinese,200,50,3.1,26,7,45
